Contract Count,ID,LGA,SEIFA,Population,TargetedGroup,Service,Indigenous,Agency
99,03357-07,Cessnock,19,54979,360 Daily living assistance (multiple needs),A05.2 Residential care (disabilities),N/A,FACS
96,APL~12075893239~2137,Canada Bay,90,87480,110 All (general population),A03.1 Pre-voc./vocational training,N/A,Education
95,LEAS-29175,Newcastle,72,160021,110 All (general population),A10.2 Affordable Housing,N/A,FACS
95,APL~11106484413~2138,Dubbo,54,41573,110 All (general population),A03.1 Pre-voc./vocational training,N/A,Education
95,APL~11074397532~2444,Port Macquarie-Hastings,49,77481,110 All (general population),A03.1 Pre-voc./vocational training,N/A,Education
95,01320-03,Young,28,12641,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
95,01320-03,Yass Valley,88,16433,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
95,01320-03,Upper Lachlan,74,7761,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
95,01320-03,Snowy River,80,8069,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
95,01320-03,Queanbeyan,86,40858,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
95,01320-03,Palerang,91,15510,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
95,01320-03,Harden,23,3751,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
95,01320-03,Goulburn Mulwaree,40,29376,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
95,01320-03,Eurobodalla,35,37643,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
95,01320-03,Cooma-Monaro,62,10216,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
95,01320-03,Boorowa,49,2602,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
95,01320-03,Bombala,30,2422,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
95,01320-03,Bega Valley,47,33468,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
93,13276~2014,Ballina,65,41644,122 Youth,A02.10 Education,N/A,Education
93,02070-03,Wakool,54,3990,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Wagga Wagga,71,62799,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Urana,20,1147,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Tumut,27,11375,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Tumbarumba,39,3578,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Temora,30,6050,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Narrandera,12,5961,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Murrumbidgee,17,2528,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Murray,56,7466,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Lockhart,67,3080,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Leeton,33,11595,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Junee,23,6297,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Jerilderie,66,1519,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Hay,14,2989,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Gundagai,42,3755,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Griffith,48,25811,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Greater Hume,63,10258,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Deniliquin,21,7437,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Corowa,38,11455,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Cootamundra,21,7749,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Coolamon,52,4308,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Conargo,82,1535,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Carrathool,50,2795,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Bland,51,5994,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Berrigan,32,8413,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
93,02070-03,Albury,57,51082,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
92,LEAS-29466,Rockdale,75,108072,110 All (general population),A10.1 Social housing,N/A,FACS
92,00564-03,Penrith,71,194134,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
92,00564-03,Lithgow,15,21249,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
92,00564-03,Hawkesbury,77,65527,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
92,00564-03,Blue Mountains,82,79688,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
91,LEAS-35679,Tamworth,45,60495,110 All (general population),A10.1 Social housing,N/A,FACS
91,APL~11106484413~2430,Greater Taree,8,48941,110 All (general population),A03.1 Pre-voc./vocational training,N/A,Education
90,10000~2014~2518,Wollongong,65,206794,122 Youth,A02.10 Education,N/A,Education
89,PROPAG-78732,Yass Valley,88,16433,110 All (general population),A10.1 Social housing,N/A,FACS
89,APL~12075893239~2029,Waverley,92,71769,110 All (general population),A03.1 Pre-voc./vocational training,N/A,Education
89,00033-03,Penrith,71,194134,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
89,00033-03,Lithgow,15,21249,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
89,00033-03,Hawkesbury,77,65527,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
89,00033-03,Blue Mountains,82,79688,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
88,13330~2014,Sutherland,89,225070,122 Youth,A02.10 Education,N/A,Education
86,LEAS-66774,Glen Innes Severn,13,8966,110 All (general population),A10.1 Social housing,N/A,FACS
86,APL~11074397532~2650,Wagga Wagga,71,62799,110 All (general population),A03.1 Pre-voc./vocational training,N/A,Education
85,13301~2014,Bankstown,44,200357,122 Youth,A02.10 Education,N/A,Education
84,APL~13006824004~2039,Leichhardt,93,58136,110 All (general population),A03.1 Pre-voc./vocational training,N/A,Education
83,LEAS-37572,Greater Taree,8,48941,110 All (general population),A10.1 Social housing,N/A,FACS
82,APL~12105690239~2061,North Sydney,97,71025,110 All (general population),A03.1 Pre-voc./vocational training,N/A,Education
82,00021-03,Strathfield,84,39481,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
82,00021-03,Marrickville,83,83356,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
82,00021-03,Leichhardt,93,58136,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
82,00021-03,Canterbury,34,150626,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
82,00021-03,Canada Bay,90,87480,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
82,00021-03,Burwood,79,36053,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
82,00021-03,Ashfield,80,44498,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
81,04733-04,The Hills,97,187703,360 Daily living assistance (multiple needs),A05.2 Residential care (disabilities),N/A,FACS
81,04733-04,Parramatta,73,189932,360 Daily living assistance (multiple needs),A05.2 Residential care (disabilities),N/A,FACS
81,04733-04,Holroyd,60,111100,360 Daily living assistance (multiple needs),A05.2 Residential care (disabilities),N/A,FACS
81,04733-04,Blacktown,61,332424,360 Daily living assistance (multiple needs),A05.2 Residential care (disabilities),N/A,FACS
81,04733-04,Auburn,41,85446,360 Daily living assistance (multiple needs),A05.2 Residential care (disabilities),N/A,FACS
79,APL~11074397532~2800,Cabonne,73,13776,110 All (general population),A03.1 Pre-voc./vocational training,N/A,Education
78,LEAS-24507,Bega Valley,47,33468,110 All (general population),A10.1 Social housing,N/A,FACS
78,APL~12075893239~2571,Wollondilly,81,47084,110 All (general population),A03.1 Pre-voc./vocational training,N/A,Education
77,APL~13006824004~2536,Eurobodalla,35,37643,110 All (general population),A03.1 Pre-voc./vocational training,N/A,Education
77,APL~11074397532~2131,Ashfield,80,44498,110 All (general population),A03.1 Pre-voc./vocational training,N/A,Education
77,00539-03,Strathfield,84,39481,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
77,00539-03,Marrickville,83,83356,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
77,00539-03,Leichhardt,93,58136,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
77,00539-03,Canterbury,34,150626,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
77,00539-03,Canada Bay,90,87480,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
77,00539-03,Burwood,79,36053,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
77,00539-03,Ashfield,80,44498,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
76,02440-03,Port Macquarie-Hastings,49,77481,214 Families (aged or disability care),A02.6 Carer support,N/A,FACS
76,02440-03,Nambucca,6,19655,214 Families (aged or disability care),A02.6 Carer support,N/A,FACS
76,02440-03,Kempsey,3,29643,214 Families (aged or disability care),A02.6 Carer support,N/A,FACS
76,02440-03,Greater Taree,8,48941,214 Families (aged or disability care),A02.6 Carer support,N/A,FACS
76,02440-03,Great Lakes,17,36499,214 Families (aged or disability care),A02.6 Carer support,N/A,FACS
76,02440-03,Gloucester,31,5064,214 Families (aged or disability care),A02.6 Carer support,N/A,FACS
76,02440-03,Coffs Harbour,46,72382,214 Families (aged or disability care),A02.6 Carer support,N/A,FACS
76,02440-03,Bellingen,36,13032,214 Families (aged or disability care),A02.6 Carer support,N/A,FACS
75,10705~2014~2745,Liverpool,58,199928,122 Youth,A02.10 Education,N/A,Education
73,APL~15116308537~2019,Botany Bay,69,44742,110 All (general population),A03.1 Pre-voc./vocational training,N/A,Education
73,APL~12075893239~2576,Wingecarribee,78,47584,110 All (general population),A03.1 Pre-voc./vocational training,N/A,Education
73,10196~2014~2560,Campbelltown,38,156572,122 Youth,A02.10 Education,N/A,Education
73,00421-03,Walcha,55,3098,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
73,00421-03,Uralla,62,6408,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
73,00421-03,Tenterfield,10,6980,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
73,00421-03,Tamworth,45,60495,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
73,00421-03,Narrabri,36,13764,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
73,00421-03,Moree Plains,15,14092,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
73,00421-03,Liverpool Plains,13,7819,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
73,00421-03,Inverell,12,16846,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
73,00421-03,Gwydir,25,5080,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
73,00421-03,Guyra,18,4619,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
73,00421-03,Gunnedah,28,12826,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
73,00421-03,Glen Innes Severn,13,8966,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
73,00421-03,Armidale Dumaresq,67,25327,360 Daily living assistance (multiple needs),A01.4 Daily living support,N/A,FACS
72,APL~12075893239~2217,Kogarah,86,61030,110 All (general population),A03.1 Pre-voc./vocational training,N/A,Education
71,LEAS-24191,Ballina,65,41644,110 All (general population),A10.1 Social housing,N/A,FACS
71,APL~13006824004~2548,Bega Valley,47,33468,110 All (general population),A03.1 Pre-voc./vocational training,N/A,Education
71,1338~2014,Gosford,75,171992,122 Youth,A02.10 Education,N/A,Education
71,05081-03,Wentworth,43,6884,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
71,05081-03,Wellington,7,9054,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
71,05081-03,Warrumbungle,10,9786,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
71,05081-03,Warren,32,2921,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
71,05081-03,Walgett,2,6840,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
71,05081-03,Unincorporated NSW,76,1122,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
71,05081-03,Narromine,19,6854,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
71,05081-03,Mid-Western,47,24017,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
71,05081-03,Gilgandra,11,4440,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
71,05081-03,Dubbo,54,41573,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
71,05081-03,Coonamble,4,4292,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
71,05081-03,Cobar,39,5111,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
71,05081-03,Central Darling,2,2065,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
71,05081-03,Broken Hill,6,19048,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
71,05081-03,Brewarrina,1,1931,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,FACS
